/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/Amon/hus/gn/v20191108/hus_Amon_ACCESS-CM2_historical_r1i1p1f1_gn_185001-194912.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/Amon/hus/gn/v20191108/hus_Amon_ACCESS-CM2_historical_r1i1p1f1_gn_195001-201412.nc	pass	na	na
/badc/cmip6/data/CMIP6/ScenarioMIP/CSIRO-ARCCSS/ACCESS-CM2/ssp126/r1i1p1f1/Amon/hus/gn/v20191108/hus_Amon_ACCESS-CM2_ssp126_r1i1p1f1_gn_201501-210012.nc	pass	na	na
/badc/cmip6/data/CMIP6/ScenarioMIP/CSIRO-ARCCSS/ACCESS-CM2/ssp245/r1i1p1f1/Amon/hus/gn/v20191108/hus_Amon_ACCESS-CM2_ssp245_r1i1p1f1_gn_201501-210012.nc	pass	na	na
/badc/cmip6/data/CMIP6/ScenarioMIP/CSIRO-ARCCSS/ACCESS-CM2/ssp370/r1i1p1f1/Amon/hus/gn/v20191108/hus_Amon_ACCESS-CM2_ssp370_r1i1p1f1_gn_201501-210012.nc	pass	na	na
/badc/cmip6/data/CMIP6/ScenarioMIP/CSIRO-ARCCSS/ACCESS-CM2/ssp585/r1i1p1f1/Amon/hus/gn/v20191108/hus_Amon_ACCESS-CM2_ssp585_r1i1p1f1_gn_201501-210012.nc	fail	major	Maximum 0.02844144031405449 > 0.02841
/badc/cmip6/data/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r1i1p1f1/Amon/hus/gn/v20191115/hus_Amon_ACCESS-ESM1-5_historical_r1i1p1f1_gn_185001-194912.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r1i1p1f1/Amon/hus/gn/v20191115/hus_Amon_ACCESS-ESM1-5_historical_r1i1p1f1_gn_195001-201412.nc	pass	na	na
/badc/cmip6/data/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r1i1p1f1/Amon/hus/gn/v20191115/hus_Amon_ACCESS-ESM1-5_ssp126_r1i1p1f1_gn_201501-210012.nc	pass	na	na
/badc/cmip6/data/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp245/r1i1p1f1/Amon/hus/gn/v20191115/hus_Amon_ACCESS-ESM1-5_ssp245_r1i1p1f1_gn_201501-210012.nc	fail	major	Mean absolute 0.015450927505511044 > 0.015
/badc/cmip6/data/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp370/r1i1p1f1/Amon/hus/gn/v20191115/hus_Amon_ACCESS-ESM1-5_ssp370_r1i1p1f1_gn_201501-210012.nc	fail	major	Mean absolute 0.016193209500488675 > 0.015
/badc/cmip6/data/CMIP6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp585/r1i1p1f1/Amon/hus/gn/v20191115/hus_Amon_ACCESS-ESM1-5_ssp585_r1i1p1f1_gn_201501-210012.nc	fail	major	Mean absolute 0.016861593870990045 > 0.015
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185001-185012.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185101-185112.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185201-185212.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185301-185312.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185401-185412.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185501-185512.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185601-185612.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185701-185712.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185801-185812.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_185901-185912.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_186001-186012.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_186101-186112.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_186201-186212.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_186301-186312.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_186401-186412.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_186501-186512.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_186601-186612.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_186701-186712.nc	pass	na	na
/badc/cmip6/data/CMIP6/CMIP/AWI/AWI-CM-1-1-MR/historical/r1i1p1f1/Amon/hus/gn/v20181218/hus_Amon_AWI-CM-1-1-MR_historical_r1i1p1f1_gn_186801-186812.nc	pass	na	na
